match_id,radiant_win
6,0.8242776129882712
7,0.7582905680853407
10,0.19203363935951245
13,0.8593858691983408
16,0.23337639924627407
18,0.3751595880823159
19,0.5256069736442104
24,0.5637161270062637
33,0.21825345595380452
37,0.6681570702355631
41,0.15640767657949797
42,0.33460984651640435
55,0.22731999428582103
60,0.6734662395598358
62,0.5553701943223048
63,0.5955966472580199
64,0.08800120048776357
71,0.5444340717918568
72,0.3219365385931438
83,0.4966326628134893
85,0.7863956831586515
89,0.9310981347292097
92,0.7576850640488186
100,0.9575926591557027
102,0.8845253011560198
108,0.5359833542153795
111,0.7765284859821365
126,0.18352407445963548
130,0.04984983650282649
140,0.7918546383936999
141,0.26116447548894767
152,0.8422086740684063
153,0.7465889005144469
159,0.5586632392366412
160,0.5827325671868082
163,0.6110318574770777
178,0.5616091819952738
179,0.36540409384780453
181,0.6818872697915991
196,0.14799473052179465
206,0.11630865964749788
209,0.5451978407618155
216,0.5458262032375455
228,0.07844963048816862
230,0.42327258567128007
242,0.7149263598148842
245,0.17076631544943716
261,0.49605582555390393
274,0.47758346648222755
282,0.7355530267936193
289,0.5160755797622809
296,0.09520508591811408
297,0.6025483807727529
302,0.29987706842418804
304,0.022894902557604627
313,0.7898975057861347
316,0.4976649450071715
317,0.41361531604382445
344,0.8822689935697654
348,0.7501728728192857
352,0.5102211041559228
354,0.5527664655912506
361,0.4620305551030316
362,0.21870035261324267
363,0.7423170033639227
365,0.4041266168492237
375,0.29775376821919086
380,0.3138028740762198
384,0.5384289520495752
394,0.7706968787075882
399,0.607217457690731
404,0.7251639491558045
406,0.6501435273333217
430,0.15130067427663696
432,0.32454854080235035
443,0.4604305304308921
463,0.6173943283263901
467,0.5274510210730939
474,0.18181092726783588
488,0.2224885546869766
502,0.9086376907841449
503,0.27165017436557787
507,0.28473097127438945
508,0.37709869922296235
509,0.4478689296089122
516,0.34839747052734454
528,0.2784510640742286
542,0.6121018559882738
547,0.17706294481304727
552,0.5507897526431879
555,0.6131274120330097
561,0.6293978933551826
569,0.8062919763062647
575,0.9501893116689216
576,0.812499045420826
582,0.18401376667911415
585,0.45230674771333096
586,0.5648027407088386
590,0.7949425081458908
592,0.22388105282346973
598,0.38966917809023016
599,0.272675884215128
600,0.7271844907672476
601,0.5481627496175624
603,0.3162658320160049
617,0.46656039806341865
628,0.45495262244212137
634,0.13480790722366054
635,0.3077181029233327
639,0.42321533460762145
644,0.6493810381243816
646,0.7540245255568967
650,0.08396878316919523
659,0.8440209664054226
663,0.36329308471857713
668,0.6435822905609618
670,0.4062913008275592
678,0.41266462863897196
679,0.2786802684401837
686,0.7858164955299447
694,0.28685046062164027
696,0.896160565608886
702,0.8923598228292566
709,0.3858339395574053
712,0.36922308466114273
723,0.21797558076765058
729,0.4282193408946257
733,0.7352108913355739
735,0.38605060221027915
737,0.36901043264074196
749,0.683534196679165
752,0.4776383777029812
767,0.9200039578945379
771,0.12212338825881103
778,0.4966483638946765
780,0.7434325728283941
790,0.4920375331132602
797,0.3556782804701324
802,0.32127567182887773
805,0.7101581816292981
807,0.7680729509346407
808,0.8459325452148366
811,0.33855140053091404
815,0.13130078854660174
820,0.7507001407950458
838,0.1609771344009267
861,0.15349164818613226
886,0.22342105125951914
889,0.10131378091397071
904,0.6539838478830399
913,0.432436841768744
928,0.7071434624479173
931,0.6200881578529418
932,0.6678395983051794
945,0.7440007467145113
953,0.8507899959005507
955,0.34410107856152744
970,0.5359445198933382
972,0.4224399208800779
978,0.5749854890193115
982,0.7825833498655372
983,0.7163186764254943
984,0.332953966397449
987,0.5478652813686004
1000,0.6222513227089987
1006,0.6052145185865188
1014,0.7425053402677362
1030,0.5432020436502789
1037,0.7334600648151725
1044,0.6145619576616361
1046,0.7920967223536076
1048,0.4050482985114671
1053,0.8595707466389565
1057,0.6959191650895518
1077,0.8825667381645588
1085,0.9637865599413222
1087,0.7315188810728661
1088,0.7349929299237976
1096,0.10894595070431655
1098,0.9589369750253851
1100,0.10616104013571705
1113,0.7213986806638167
1119,0.7252147174754723
1127,0.512756747606349
1142,0.35900837200020747
1148,0.35081009829022597
1157,0.2100212107917725
1158,0.7595014714326856
1163,0.4141802345790978
1167,0.6526786638200858
1168,0.3299185959391935
1181,0.060078844185156285
1183,0.23570853771282835
1191,0.5802808672088016
1192,0.16759956024789316
1198,0.7855267934762705
1216,0.16392192800548866
1218,0.6445461944082786
1221,0.9643221933378654
1222,0.31957962369515075
